,JobName,CompanyName,LocationJob,JobType,Type_of_Experience,Years_of_Experience,Skills
2086,Cluster Human Resources Manager,Nova M Hotel ,Riyadh,Full Time,Not specified,Administration,"['Human Resources', 'Operations"
2087,Performance Management Consultant,People Dynamics ,Doha,Full Time,Not specified,Human Resources,['IT
2088,Sr. Product Manager,Amazon MENA ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
2089,Womenswear Buyer,Carter Murray ,Riyadh,Full Time,Not specified,Logistics/Supply Chain,['Purchasing
2090,Department Manager,Alshaya Group ,Cairo,Full Time,Experienced,Accounting/Finance,['Engineering - Construction
2091,Consultant Gastroenterologist,Ministry of Defense ,Hafr Albaten,Full Time,Not specified,Medical/Healthcare,['Sales
2092,Electronic Technician,NPCC ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['Engineering - Telecom
2093,Project Construction and Commissioning Manager,Hitachi ABB Power Grids ,Jeddah,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
2094,Consultant Endocrinologist,Ministry of Defense ,Hafr Albaten,Full Time,Not specified,Medical/Healthcare,"['endocrinologist', 'medical', 'ct', 'cardiac', 'internal medicine']"
2095,Barista,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
2096,Consultant Neurologist,Ministry of Defense ,Hafr Albaten,Full Time,Not specified,Medical/Healthcare,['Sales
2097,Operational Excellence Analyst,Yanbu Aramco Sinopec Refining Company (YASREF) ,Yanbu,Full Time,Entry Level,IT/Software Development,['Analyst
2098,Neurology Consultant,Ministry of Defense ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
2099,Brand Specialist,Amazon MENA ,Riyadh,Full Time,Not specified,Marketing/PR/Advertising,['Sales
2100,Area Manager,Amazon MENA ,Cairo,Full Time,Not specified,Customer Service/Support,['Operations
2101,Investigation Specialist EN,Amazon MENA ,Cairo,Full Time,Not specified,Customer Service/Support,"['Quality', 'Analyst"
2102,Fire Fighter Team Leader,NOMAC ,Rabigh,Full Time,Experienced,5+ Yrs of Exp,['Installation
2103,Senior Financial Planning Analyst,I,Dubai,Full Time,Experienced,Accounting/Finance,"['Business Development', 'Analyst"
2104,Buyer,Air Products (Middle East) FZE ,Riyadh,Full Time,Not specified,Marketing/PR/Advertising,['Media
2105,Internal security auditors,Ejadah Management Consultancy ,Riyadh,Full Time,Entry Level,Accounting/Finance,"['Quality', 'Analyst"
2106,TRS Technician I,Parker Wellbore ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2107,Deputy Construction Manager,Air Products (Middle East) FZE ,Duba,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Operations
2108,HR Operations Manager,Strategic Gears Management Consultancy ,Cairo,Full Time,Not specified,Administration,"['Human Resources', 'Operations"
2109,Warehousing & Logistics Assistant,Hempel ,Dubai,Full Time,Not specified,Logistics/Supply Chain,['Operations
2110,Villa Manager,DUBAI HOLDING ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
2111,Technology Sales,Gulf Business Machines PND ,Dubai,Full Time,Not specified,IT/Software Development,['Sales
2112,Associate Project Engineer,Hitachi ABB Power Grids ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
2113,Principal Consultant Engineer,Arpatech ,Medina,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
2114,Compliance Monitoring Auditor Ground Operations,Emirates Group Careers ,Dubai,Full Time,Not specified,Accounting/Finance,['Operations
2115,Faculty Position | MIS,American University of Sharjah ,Sharjah,Full Time,Not specified,IT/Software Development,['Sales
2116,Marketing Manager,Nathan & Nathan ,Dubai,Full Time,Not specified,Marketing/PR/Advertising,['Sales
2117,Senior IT Capability Coach,Emirates Group Careers ,Dubai,Full Time,Not specified,IT/Software Development,['Sales
2118,Director,First Abu Dhabi Bank ,Dubai,Full Time,Not specified,Accounting/Finance,['Operations
2119,Reception Manager,Kerzner International Management ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
2120,General Manager,Kerzner International Management ,Dubai,Full Time,Not specified,Administration,['Operations
2121,Executive.Legal Services.Dr. Moopens Healthcare Management Services LLC,Aster DM Healthcare ,Dubai,Full Time,Not specified,Customer Service/Support,['Marketing
2122,Oracle Fusion Techno Functional Consultant,Dautom ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
2123,Secure Power Ecostruxture Sales Expert,Schneider Electric ,Cairo,Full Time,Not specified,IT/Software Development,['Sales
2124,Hot Food Chef,People Dynamics ,Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Tourism
2125,Compliance Senior Manager,Schneider Electric ,Cairo,Full Time,Not specified,IT/Software Development,['Project
2126,Director,First Abu Dhabi Bank ,Dubai,Full Time,Not specified,Accounting/Finance,"['Banking', 'Operations"
2127,Fabrication Helper,GALADARI BROTHERS CO. L.L.C ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2128,Ayurvedic Therapist,Reliance HR Consultancy ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Operations
2129,Commercial Associate,People Dynamics ,Doha,Full Time,Not specified,Marketing/PR/Advertising,['Sales
2130,Project Development Manager,Hempel ,Dubai,Full Time,Not specified,Business Development,['IT
2131,Tagalog Speaking Housemaids for UHNWF in Emirates Hills,apt resources ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,"['housekeeping', 'emirates', 'duties', 'hospitality', 'dubai']"
2132,Sous Chef,Kerzner International Management ,Dubai,Full Time,Not specified,Hospitality/Hotels/Food Services,['Tourism
2133,Bell Attendant,Hyatt Regency Al Kout ,Kuwait City,Full Time,Not specified,Customer Service/Support,['IT
2134,Engineer,ADNOC (Abu Dhabi National Oil Company) ,Abu Dhabi,Full Time,Not specified,Engineering - Mechanical/Electrical,['Engineering - Oil & Gas
2135,Application Administrator,enoc ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2136,IT Risk,AL,Riyadh,Full Time,Not specified,IT/Software Development,['Sales
2137,Electrical Design Engineer,reeqwest ,Dubai,Full Time,Not specified,Creative/Design/Art,['Installation
2138,Recruitment Officer,Etihad Airways ,Abu Dhabi,Full Time,Not specified,Administration,"['Human Resources', 'Human Resources"
2139,Bar Assistant,Four Seasons Hotels and Resorts ,Dubai,Full Time,Not specified,IT/Software Development,"['Legal', 'Engineering - Telecom"
2140,Marketing Content Writer & Editor,ProgressSoft Corporation ,Dubai,Full Time,Not specified,Writing/Editorial,['Marketing
2141,IT Engineer,American University of Sharjah ,Sharjah,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2142,Senior Sales Manager,Salt Search Ltd ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
2143,Head of Investment Risk & Performance,Madison Pearl ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
2144,PRT Class Teacher,Al Khor International School ,Doha,Full Time,Not specified,Medical/Healthcare,"['Quality', 'Education"
2145,AG,Higher Colleges of Technology ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2146,Master Principal Sales Consultant,Oracle ,Doha,Full Time,Not specified,IT/Software Development,['Sales
2147,Account Manager,Payfort Saudi Closed JSC ,Riyadh,Full Time,Not specified,Customer Service/Support,['Marketing
2148,Bioinformatician,Sidra Medical and Research Center ,Doha,Full Time,Not specified,IT/Software Development,['Analyst
2149,Category Marketing Senior Specialist,Nahdi ,Jeddah,Full Time,Not specified,Marketing/PR/Advertising,['Sales
2150,Fircosoft consultant,Dautom ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2151,Internal Medicine,WizeJob ,Dubai,Full Time,Not specified,Customer Service/Support,['Medical
2152,Accounts Assistant,Heriot,Dubai,Full Time,Not specified,Administration,['Customer Service
2153,Machinist,NPCC ,Dubai,Full Time,Not specified,Creative/Design/Art,['Installation
2154,Assistant Manager,Kerzner International Management ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2155,Office Administrator,Payfuture ,Dubai,Full Time,Not specified,Administration,['Customer Service
2156,CPP Commissioning INS,MphExperts ,Doha,Full Time,Not specified,Business Development,['Sales
2157,Quantity Surveyor,Faithful+Gould ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Engineering - Mechanical
2158,Coop Trainee,Ma’aden ,Riyadh,Full Time,Not specified,IT/Software Development,['Operations
2159,Contracts Administrator,SNC,Riyadh,Full Time,Not specified,Administration,['Engineering - Construction
2160,HOOK,NPCC ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['IT
2161,Business Development Executive,Nathan & Nathan ,Dubai,Full Time,Not specified,Business Development,['Marketing
2162,Sr. Structural Revit,Ghobash Group ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
2163,Reception Manager,Kerzner International Management ,Dubai,Full Time,Not specified,Administration,['Customer Service
2164,Territory Services Manager,Redhat ,Riyadh,Full Time,Not specified,Customer Service/Support,['IT
2165,Specialist Electronics,NPCC ,Dubai,Full Time,Not specified,Human Resources,['IT
2166,Implementation Consultant,Charterhouse Middle East ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
2167,Lead Piping Designer,Wood ,Dubai,Full Time,Not specified,Creative/Design/Art,['IT
2168,Desktop Engineer,Further Ventures Limited ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2169,AG,Higher Colleges of Technology ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2170,MS Dynamics 365 BC Consultant,Dautom ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2171,Project coordinator,Caliberly ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['IT
2172,AG,Higher Colleges of Technology ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2173,IT Engineer,American University of Sharjah ,Sharjah,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2174,Engineering Intern,A Daimler Company ,Cairo,Full Time,Not specified,Quality,['Engineering - Telecom
2175,Sales Manager,Kempinski Hotels ,Cairo,Full Time,Not specified,Customer Service/Support,['Operations
2176,Customer Service Representative,AkzoNobel ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2177,Senior Cost Controller,reeqwest ,Dubai,Full Time,Not specified,Accounting/Finance,['IT
2178,Manager,ROSHN ,Riyadh,Full Time,Not specified,Administration,['Engineering - Construction
2179,Domestic Sales Director,Farah Experiences LLC ,Dubai,Full Time,Not specified,Operations/Management,['Marketing
2180,Head of Enterprise Communications,Madison Pearl ,Riyadh,Full Time,Not specified,IT/Software Development,['Sales
2181,Head of QHSE,Airswift ,Doha,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Medical
2182,Project Automation Site Technologist,Air Products Inc ,Riyadh,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
2183,Procurement Senior Specialist,A Daimler Company ,Cairo,Full Time,Not specified,Human Resources,['Marketing
2184,Finance Analyst,enoc ,Dubai,Full Time,Not specified,Accounting/Finance,"['Banking', 'Analyst"
2185,Sales Account Executive,Aspen Technology ,Dubai,Full Time,Not specified,Business Development,['Customer Service
2186,Learning and Development Consultant,People Dynamics ,Doha,Full Time,Not specified,Business Development,['Sales
2187,Licensed Aircraft Engineer,Etihad Airways ,Abu Dhabi,Full Time,Not specified,Sales/Retail,['Engineering - Telecom
2188,Assistant Server,Four Seasons Hotels and Resorts ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2189,Senior Storekeeper,UrbaCon Contracting & Trading Company ,Riyadh,Full Time,Not specified,Administration,['Logistics
2190,Waiter,Mandarin Oriental Hotel Group Limited ,Dubai,Full Time,Not specified,Customer Service/Support,['Hospitality
2191,Project Engineer I,Honeywell International Inc ,Riyadh,Full Time,Not specified,Analyst/Research,['Engineering - Telecom
2192,Senior HR Operations Officer,UrbaCon Contracting & Trading Company ,Riyadh,Full Time,Not specified,Accounting/Finance,"['Human Resources', 'Operations"
2193,Representative VII,Tasnee ,Dammam,Full Time,Not specified,Customer Service/Support,['Medical
2194,Receptionist,Spa Staff.com ,Dubai,Full Time,Not specified,Administration,['Customer Service
2195,Reservations Agent,Four Seasons Hotels and Resorts ,Cairo,Full Time,Not specified,Customer Service/Support,['Sales
2196,CLINICAL DIETITIAN I,King Faisal Specialist Hospital & Research Centre ,Medina,Full Time,Not specified,R&D/Science,['Medical
2197,PMV Testing And Commissioning Foreman,UrbaCon Contracting & Trading Company ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,"['Quality', 'Engineering - Mechanical"
2198,Pool Lifeguard,THE AMERICAN BACCALAUREATE SCHOOL ,Kuwait City,Full Time,Not specified,Operations/Management,"['Sports and Leisure', 'sports', 'customer care', 'customer service', 'customer support', 'lifeguard']"
2199,Tax & Legal Services,PricewaterhouseCoopers ,Cairo,Full Time,Not specified,Accounting/Finance,"['Banking', 'Human Resources', 'Accounting', 'Finance', 'Tax', 'Financial Analysis', 'Financial Management', 'Microsoft Office', 'Commerce']"
2200,Sous Chef,Rotana Hotel Management Corporation ,Doha,Full Time,Not specified,Hospitality/Hotels/Food Services,['Tourism
2201,SOCIAL WORKER ASSISTANT,King Faisal Specialist Hospital & Research Centre ,Medina,Full Time,Not specified,Administration,['Marketing
2202,Associate Professor in Operations Management,AU ,Kuwait City,Full Time,Not specified,IT/Software Development,['Operations
2203,Night Porter,Bespoke Hotels Ltd. ,Alexandria,Full Time,Not specified,Customer Service/Support,['Hospitality
2204,Drilling Engineer,Eram Talent ,Riyadh,Full Time,Not specified,Engineering - Mechanical/Electrical,['Engineering - Oil & Gas
2205,Instrument & Control Engineering Lead,Applus+ ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,['Sales
2206,Certifying Engineer,flydubai ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2207,Lead of Site Project Engineering,Applus+ ,Doha,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Project
2208,Facilities and Services Officer – Accommodation,Eep ,Dubai,Full Time,Not specified,Administration,['Hospitality
2209,Pet Eng System Analyst,Eram Talent ,Riyadh,Full Time,Not specified,IT/Software Development,['Analyst
2210,SUPERVISOR,El Seif Engineering Contracting Company ,Riyadh,Full Time,Not specified,Sales/Retail,['Engineering - Telecom
2211,Events Project Director,Plum Jobs ,Dubai,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Operations
2212,HVAC Valves Sales Engineer,Plum Jobs ,Dubai,Full Time,Not specified,Sales/Retail,['Engineering - Mechanical
2213,ENGINEER,El Seif Engineering Contracting Company ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
2214,Administration Officer,Qatar Airways ,Doha,Full Time,Not specified,Administration,['Customer Service
2215,AMERICAN Therapist,AL AMAL BUSINESS SOLUTIONS ,Riyadh,Full Time,Not specified,Administration,['Hospitality
2216,Teaching Assistant,GEMS Group Holdings Limited ,Dubai,Full Time,Not specified,IT/Software Development,['Engineering - Telecom
2217,E,Kempinski Hotels ,Riyadh,Full Time,Not specified,IT/Software Development,['Marketing
2218,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
2219,Stylist,Maurices Inc. ,Alexandria,Full Time,Not specified,Creative/Design/Art,['Media
2220,National Graduate Training Program,Emirates Group Careers ,Dubai,Full Time,Not specified,Customer Service/Support,['IT
2221,Simulator Technician II,CAE Inc ,Doha,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2222,Data & Analytics Strategy Executive,"Dentsu, Inc. ",Dubai,Full Time,Not specified,Administration,['IT
2223,Parts Picker | Al Futtaim Automotive | Global Aftersales,Al Futtaim Group ,Dubai,Full Time,Not specified,Installation/Maintenance/Repair,"['Legal', 'Engineering - Mechanical"
2224,CRAFTSMAN,El Seif Engineering Contracting Company ,Riyadh,Full Time,Not specified,Engineering - Construction/Civil/Architecture,['Creative
2225,Sales Manager,Plum Jobs ,Dubai,Full Time,Not specified,Customer Service/Support,['Operations
2226,Senior QA,Fivehotelsandresorts ,Dubai,Full Time,Not specified,IT/Software Development,"['Quality', 'Engineering - Telecom"
2227,TECHNICIAN,El Seif Engineering Contracting Company ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['IT
2228,Secretary,Plum Jobs ,Dubai,Full Time,Not specified,Administration,['Customer Service
2229,Trainer & Head of Division – Aircraft Maintenance Program,AU ,Kuwait City,Full Time,Not specified,Sales/Retail,['Education
2230,Project Coordinator,Eram Talent ,Riyadh,Full Time,Not specified,Administration,['IT
2231,Data & Analytics Strategy Executive,Dentsu International ,Dubai,Full Time,Not specified,Administration,['IT
2232,Knowledge Management Executive,ITCAN TECHNOLOGY and DIGITAL MARKETING ,Cairo,Full Time,Not specified,Administration,['Operations
2233,Data Analyst,Eep ,Dubai,Full Time,Not specified,IT/Software Development,['Analyst
2234,TECHNICIAN,El Seif Engineering Contracting Company ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['Project
2235,ENGINEER,El Seif Engineering Contracting Company ,Riyadh,Full Time,Not specified,Installation/Maintenance/Repair,['Sales
2236,Media QC Operator,"Pixelogic Media Partners, LLC ",Cairo,Full Time,Not specified,Customer Service/Support,['Media
2237,Nutrition Product Specialist,Abbott Laboratories Inc ,Riyadh,Full Time,Not specified,Medical/Healthcare,['Sales
2238,French Teacher – Ready to join Immediately,Eep ,Dubai,Full Time,Not specified,Customer Service/Support,['Marketing
2239,Materials Officer,Rotana Hotel Management Corporation ,Riyadh,Full Time,Not specified,Administration,['Logistics
